,class,tweet
553,1,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
554,1,"""Slow the fuck down, bitch, I know where you live!""
555,1,"""So he's a good football player...but he still acts like a nig"""
556,1,"""Stop being a pussy, son, and shove that needle into your own heart!"" #afterearth"
557,1,"""Stop looking us and go eat some pussy, you yuppie fucks."""
558,1,"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?"" @xErnee18"
559,1,"""That ain't bro moves, that's hoe moves"""
560,1,"""That girl is plain looking borderline ugly &amp; chunky"". Hey at least she's got a nice smile &amp; a great personality."
561,2,"""The devil grows inside the hearts of the selfish and wicked
562,2,"""The water isn't yellow, I'm a healthy student"""
563,1,"""These hoes ain't loyal"""
564,1,"""These hoes keep callin but I ain't pickin up""&#127926;&#127926;"
565,0,"""These sour apple bitter bitches, I'm not fuckin wit em"""
566,1,"""They Faggots @JonnieSantana: Orioles petty as fuck...got swept up outta this bitch"""
567,1,"""They have some ghetto ass bands"" * gets snuck* &#128514;&#128514;&#128514;&#128514;"
568,2,"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch"""
569,1,"""This is for all the fans that waited, the bitch niggas that hated / Old hoes we dated, look mama, we&#8230; http://t.co/sNRY6A7VYB"
570,1,"""This is for my ghetto motherfuckers"" -Missy Elliott"
571,2,"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26"
572,1,"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black"
573,1,"""Trust noneeee, bitch I don't """
574,1,"""Twitter is twitter"" bitch twitter is life"
575,2,"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr""
576,1,"""U got my 200K bitch nigga""--Al Haymon to Antonio Tarver"
577,1,"""Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad.."
578,1,"""Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low."""
579,1,"""Virgin pussy "" () "" , regular pussy "" ( ) "" , Oomf pussy (_________________________)"
580,1,"""WHAAAAAAT! LMAOOO!!! @Cromotoasted: @creepgoddess that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties"""
581,1,"""Walked in that bitch like, NIGGA WE MADE IT!"""
582,0,"""We hate niggers, we hate faggots and we hate spics""-kkk rally"
583,0,"""We're out here, and we're queer!""
584,1,"""Well bitch, biology said..."" &#128514;&#128514;&#128514;"
585,1,"""What I do? @betysweetcocker: Gotta report you as spam RT @80sbaby4life: Ladies RT if your head game better than your pussy"""
586,1,"""When im done with a hoe i pass her to the squad"" G!!!!!!!!!!!!!!!!!!!!!!!!"
587,0,"""Who the fuck you callin jiggaboo, nigga?!"""
588,0,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an"
589,1,"""Why u being such a little bitch chris you ain't six bitch"" - Allisons Mom"
590,1,"""Why would I want to play with some pussy?"" - @jimmyfallon *DEAD* #SNL"
591,1,"""Why would you wanna be the Green Ranger? He's evil!"" Duh bitch"
592,1,"""Why would you want pussy on your side burns?.. Thats a good question"" @_hy0ung hahahahaha &#128514;"
593,1,"""Will shank a bitch for ceviche"""
594,1,"""Work"" - @tydollasign Gets me through those rough days hahaha #hoes"
595,1,"""Wow you are a bitch"" 
596,1,"""Y'all forget he has his brand new baby girl at home"" bitch the cookies are burning"
597,2,"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians)....."
598,2,"""Yaoooooooo @yea_im_JAMAICAN: Mawnin yardies! &#128154;&#128155;&#128536;"""
599,1,"""Yo bitch on the horn. Tryna shoot a porn."" - @KingL That's T shirt worthy Tony"
600,1,"""Yo can I sublet your pussy"" #ShitFahdSays"
601,1,"""Yo feet smell like my puss"" &#128514;&#128557; Whut ? ""Like flowers bitch"" &#128514;&#128557;&#9995;&#128553; omg"
602,1,"""Yo mama, bitch."" RT @TheAceTJShow: What was the ONE sentence that ended your relationship?"
603,0,"""You ain't gunna do shit spear chucker"""
604,1,"""You ain't my bitch"" is my favorite response to long texts"
605,1,"""You and yo boys some pussy cats."""
606,1,"""You are a cunt"""
607,1,"""You can pull more pussy with a dodge and collect them panties alright."" -stormy and jake &#128514;&#128514;&#128514;"
608,1,"""You can take someone out of the ghetto, but you can't take the ghetto out of them."""
609,1,"""You don't like us colored folks, what the he'll you're not colored you white fucks"" &#128514;&#128514;&#128514;&#128514;"
610,1,"""You got hella hoes"" http://t.co/ZN1A0gsTpc"
611,2,"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo"
612,1,"""You look cute today :)"".. ""Really?!"" Helll no, swerve hoe!"
613,2,"""You look like little birds help you get dressed in the morning"""
614,0,"""You ol trout mouth ass bitch"" 
615,1,"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!"""
616,1,"""You took our land so you could make each other retarded in DIAPERS? Sure....use our image....cool...."" #redskins #NFL #concussion #jokes"
617,1,"""You're a garden rose, and that bitch is a weed."""
618,1,"""You're fucked up"" 
619,1,"""Your a queer"". &#128530;&#128530;&#128530;&#128530;"
620,1,"""Your homeboy looking bad and you giving cash to them hoes"""
621,2,"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other."""
622,1,"""Yup. Fuck em @Aloha_Hoesss: Playing like trash RT @80sbaby4life Clippers don't wanna play lol"""
623,1,"""ain't it time for you hoes to get out of here"" LOL this is what Ariana's mom says to us"
624,1,"""are we bitches?"" - @chellyhernandez"
625,0,"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"""
626,1,"""bitch freak my shit"""
627,1,"""bitch my vagina is a little more resilient than that"" -@rosestokoe"
628,1,"""but I love him"" nah bitch that ain't love."
629,1,"""but pussy is the root of all drama an attribute put up in they head by they mama."""
630,1,"""call me Keyshawn Johnson cause im catchin erry hoe"""
631,1,"""captain save a hoe"" is the most annoying phrase"
632,1,"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch"""
633,1,"""don't let your side bitch settle in, I might have to headbutt you Evelyn"""
634,1,"""dont show me no bitch unless she look like Dolly Parton!!!"""
635,0,"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends."
636,2,"""hick and raver is a venn diagram that has a very large intersection"""
637,1,"""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" - @LILBTHEBASEDGOD"
638,1,"""if i wasnt in a work place id deck you"" aye fucking right, I'd give you a tyson 4 combo nd end you with an uppercut. Shut the fuck up bitch"
639,1,"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad."
640,1,"""im gonna rip that bitch apart""
641,1,"""its britney bitch"" - the bible (leviticus 7:58) http://t.co/ZoAkn1ZlHm"
642,1,"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags"""
643,1,"""no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up"""
644,1,"""oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute"""
645,1,"""omg this bitch is fucking stupid I swear blah blah blah"" *a week later* omg ilysm bae ur my best friend I swear"
646,0,"""on my way to fuck your bitch in the name of The Lord"" - Mr. Race"
647,0,"""poor whitey"" http://t.co/3UkKeyznz8"
648,1,"""riding with my bros still don't trust these hoes"""
649,1,"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm"
650,1,"""whatever you are, be a good one."" -Abraham Lincoln, this quote is not for yall hoes!"
651,1,"""when guys say ""Latinas &gt;"" they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge &amp; smell like tortillas"""
652,2,"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;"
653,1,"""you better pipe your pussy down over there""- @EsEx_Ruskii&#160;lmao wth does that even mean?"
654,1,"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment"
655,1,"""you're being a cunt right now"" -@RQ978"
656,1,# That son of a bitch moment when it rains and you forget your car windows are down
657,1,"#10ThingsThatGetsOnMyNerves Needy hoes, ratchet Hoes, sideline hoes, Beggin' hoes, dumb hoes, looking for love on Facebook hoes.."
658,1,#11 get to hit any bitch on campus he wants to
659,1,#1personidbitchslap @Khamruz. Fa blowin my tl. Up like a bitches spare tire leavin dairy queen
660,2,#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards https://t.co/C6NHwUBlXN&#8221;
661,1,#2013TaughtMe how pussy feels &#128514;&#128076;
662,1,#5WordsAfterSex is that all pussy bitch?
663,0,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding"
664,1,#AlexFromTarget gets a million retweets but #ChrisFromWalmart cant even get a bitch to text him back.... http://t.co/l0XTPSIG8Z
665,1,#AlexFromTarget had them bitches wet...lmmfao
666,1,"#AnnCoulter still calling #Obama a 'community organizer' re: #Syria. Well, she is still #cunt as well. So what?"
667,1,#AsAGiraffes pussy http://t.co/YaaTsF52tu
668,2,#AskDems Aren't you embarrassed that Charlie Rangel remains in your caucus?
669,1,"#BOB Bass over bitches @HankJohnson11 bitches on his dick, fishes on the dock"
670,2,"#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB, streaming online. http://t.co/S6hY2eVoaT"
671,1,#BangBangBirdGang ya bitch you!!! 56 -fruit loop
672,1,#Bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. Holy back pains.
673,1,#BestSongToHaveSexTo bitches love sosa #bangbang
674,2,"#BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy."
675,1,#BitchSlapThursdays 2NITE PURE PASSION DOORS OPEN @ 10.... But we watching the game in that bitch too&#8230; http://t.co/IggoHWEwfh
676,2,"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?"
677,2,#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.
678,2,#BlessJesus The #Crown of HIS head to the sole of HIS feet
679,2,#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?
680,2,#BlessJesusLove Happy Belated ( Sixty-Fifth) 65 Birthday *28 Aunt Mary Agnes #Strong
681,1,#Bout2GoCrazy #AintNoLevelz2DisShit hungrier then a phat ho on a diet IG http://t.co/nzuBUC2QpR
682,1,#BurnNotice Fi shoots bean bag rounds at the guy - Hurts like a bitch don't they?
683,0,#California is full of white trash
684,0,#California is full of white trash who moved from #Oklahoma
685,1,#CelebrityLeakedPhotos YEAH&gt; NOW YOU KNOW how it feels knowing the #NSA is on all our phones. Quit whining like #muslim #bitches.
686,1,"#ChristianBale should be KISSING #Moses ass for his fight with God, OTHERWISE WE MIGHT ALL BE FUCKING DEAD&gt; #retarded #ass #actor #faggot"
687,2,"#CommonQuestionIGet
688,1,#Cowboys are 6-1 bitches #Cowboysnation another great win Ilove this team
689,1,"#Crack that whip, cracker"
690,0,#DTLA is trash because of non-Europeans are allowed to live there.
691,1,"#DUH @Transhuman_: That's because they're possibly tucking a penis ""@EmperorIra: This bitch got man boobs http://t.co/VJvXwLrJoP""&#8221;"""
692,1,#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!
693,1,"#DegenerateArtist Ain't fuckin' AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;"
694,1,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;"
695,1,#DegenerateArtist Isn't a bitch walks back his words&gt; Isn't a WITCH who questions a TURD&gt; I'm a GLITCH WHO EVOLVES YOUR ABSURD!!!!!!!!!!!
696,1,"#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?"
697,2,"#DegenerateArtist Sniffs whiffy balls involuntary, cuz a FAIRY walks DOWNTOWN HAIRY, #climatechange all our scary sense of hillbilly sneeze&gt;"
698,2,"#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot
699,0,#Dutch farmers are white trash.
700,0,#Dutch people who live outside of #NewYorkCity are all white trash.
701,2,#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City http://t.co/kuVq8UpwUw
702,2,#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.
703,2,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers
704,2,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth
705,1,#FACT RT @KeyshBeChillin Kanye is best when a good piece of pussy fucks him over
706,1,#Fact females that tweet ALL the dayum day r hoes that need attention #ijs #wontgetme
707,2,"#FemaleLogic is worse than the jig, I'm convinced"
708,2,#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees
709,1,#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!
710,1,#FreeballoutPartyPart3 bitch it's going! 3 mo weeks&#128588;
711,1,#FreshmanAdvice and if you ain't a hoe get up out my traphouseeeeeeee
712,2,"#Glory Isaiah Mom asked me if I wanted a brownie I said, no thanks 
713,2,#HOLIDAYSEASONLIVE @ShyGlizzy @plies Shy Glizzy Feat Plies - FREE THA GANG: http://t.co/pYGOSk0qCP
714,2,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!
715,2,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........
716,1,#Havok is one bad bitch wouldn't wanna mess with her #TNA IMPACT
717,2,#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29
718,2,"#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1"
719,2,"#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses."
720,1,#HonestyHour in middle school hoes used to call me a Mandingo warrior
721,1,#IDontHaveTimeFor Ratchet hoes.
722,1,#IHopeSomeday that these hoes just find their own relationship instead of ruining others
723,1,"#IStandWithRand Wise up RINO pussies, real leaders like Rand, Cruz, Lee, Bachmann etc. actually exist. Fight or go home. #TeaParty"
724,2,#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;
725,2,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers"
726,1,"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK"
727,1,#IfWeDate i eat da pussy better than a lesbian.
728,1,#InMiddleSchool i was fat as hell and was a band faggot. Thank god i played sports after 6th grade and didnt stay in band
729,2,"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny"
730,1,#IndigenousPeoplesDay HAHA!!! You fuckin' retarded commies!!!!! Hunter Biden loves snortin' that PYGMIE FAIRY DUST don't he? #liberals
731,0,#Iowa is full of white trash
732,2,#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it
733,0,#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;
734,1,#KanyeShrug lol &#8220;@ShainaRakia: Thots be like &#128073; RT @SMCo71: @ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;&#8221;
735,1,#Lingo so A1 niccas be Tryn talk like me
736,1,"#MentionADislike hoes thinkin they bad even if they are I will tell her ""bitch calm down u average"""
737,1,#MessageToMyFutureSpouse u better cook and clean for me bitch. Ill give u all my money but I ain't cleanin no dishes and makin my own plate.
738,0,#Minnesota is full of white trash
739,1,#MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing slutty.
740,1,#NL Q.U.E.E.N. And reminded: I still don't get why Janelle Monae is so perplexed that people think she's queer...
741,2,"#NP ""Centuries"" ~FOB"
742,1,#NationalCatDay ...sure. Celebrate over 1 BILLION bird deaths and blame it on #climatechange you fuckin' #commies.
743,2,#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers
744,2,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6
745,2,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
746,2,#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
747,2,#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6
748,1,#OOMEF had that YEAH!!... i kno she pussy whipped that other nigga into putting a ring on it.... &#128564;&#128564;
749,1,#OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed
750,2,#PDPLive is on November 10th. Get your early bird tickets from http://t.co/7xcL4Kyiuv @LifeOfShan http://t.co/ZcnP1ljoOW
751,2,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers
752,1,"#PeopleToAvoid
753,1,#PeopleWhoMadeMy2013 my little brother and i hate to admit it but @DirkAlisic and he knows why. but he's still a lil bitch though. fuck you!
754,1,"#QTNA RT @Major_K8: How y'all bitches gon breast feed wit nipple rings? &#128563;&#128534;"""
755,1,"#QuestionIAskMySelf why should I be slapping this hoe tuh solve something, ima leave it alone..............I never usually listen to myself"
756,2,"#RadioFreeNorthwest 218
757,1,#RayRice is a bitch. #JustSaying
758,1,#RayRice is still a bitch. @NFL got this one wrong. Women fans should be livid! #NoExcuses
759,0,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies
760,1,"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich"
761,1,#RebelScience ......ITS ABOUT SHARING #whaddup&gt; #clouds. It not about hogging the #windturbines like a fuckin' gasbag son of a bitch.....
762,0,"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome"
763,2,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!"
764,1,#Remake with #granny DCYOUNGFLY Dirtymoney24 #TeamIgnat #HoodComedy damn that bitch a BAB!!!! that's a Big ... https://t.co/mgr10pz8iJ
765,2,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.
766,2,#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost
767,2,#RuinAComedian @midnight Charlie Lapdance
768,1,#RuinADessert @midnight Fairy Queen. nomg&gt; I fucked #Obama panties again...............
769,1,#Shoutout to everybody that follow a nicca!!
770,1,#Shoutout to my #Exit47 niccas! #Salute
771,1,#Shoutout to my #MackTown niccas!
772,1,#Shoutout to my exit 47 niccas! #RealNiccaSalute
773,1,#SignsOfCockBlockin ----&gt;RT @tribexyunglion: Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs
774,2,#Skating is for trash.
775,0,"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day"
776,0,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?
777,0,#SouthCarolina is full of white trash
778,1,#SplashGang on you pussy n%a'z ay @Benny_Balboa i tried to tell n%a'z!!!
779,2,#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus
780,2,#TBT love you forever ling ling &#128115;&#128114;&#128152; @brittneycordova http://t.co/KEcfNjyrwE
781,2,#THEBOONDOCKS at 10:30 my nicca!
782,2,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal
783,1,#That son of a bitch moment when you finally get in bed and your bladder decides its time to piss
784,1,#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song
785,1,#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall
786,1,#ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch
787,1,#TheMostAnnoyingThingsInLife people who are NEVER happy and bitch-n-moan 100% of the time.
788,0,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes
789,1,#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin
790,1,#TjohnGang&#128520; lil bitch follow me ! http://t.co/sd8UhT4DNY
791,1,#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.
792,0,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug."
793,0,"#TweetLikePontiacHolmes&#160;
794,1,"#TweetLikeYourBestfriend ""I made out with 3 bitches!"" @lilkrebs"
795,1,#UMightNotGetIn &#128514;&#128514;&#128514; fucc nicca #BeerandTacOS #WeTheLastOnesLeft http://t.co/45FV79CV0z
796,0,"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot"
797,0,#Virginia is full of white trash.
798,2,#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama
799,0,#WestVirginia is full of white trash.
800,2,#WhatImCraving Peanut Butter Oreos &lt;3
801,1,#WhatWouldYouChangeAboutYourPast the hoes I wasted time with
802,1,#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10
803,2,#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!
804,2,#Yankees
805,2,#Yankees #FireCashman I don't want Arod back.
806,2,#Yankees #Jeter Let him play the entire inning. That's fitting.
807,2,#Yankees #SEC Robertson in. Guy is fantastic. SEC pitcher!!
808,2,"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http://t.co/hIJJAUKtJN"
809,2,#Yankees 6-0. Nine straight hits. Price... Not your night.
810,2,#Yankees Damn you DirectTv blackout the Yankee game. With a freaking WALK OFF! You're killing me satellite douche.
811,2,#Yankees Damn. Well Joe that move to the bullpen really helped.
812,2,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!
813,2,#Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength.. Hmm now 40 HR hitter. Won't say the S word.
814,2,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.
815,2,#Yankees Nice bounce back @Michael Kay. Gotta keep this going!
816,2,#Yankees Pineda needed that 6'7. Great play!
817,2,"#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time"
818,2,#Yankees got beaten by a thug
819,2,"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB"
820,2,#Yankees wasted Nu&#241;ez's season #rays #mlb
821,1,"#YesWeDid .......start building #windturbines SO FUCKIN"" BIG they can kill a whole flock of birds in one go&gt;"
822,1,#YesWeDid .....tattoo our bitches to corrupt as many men as possible to #Egypt and being a #cattle #prod #vote&gt;
823,1,#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa
824,1,#agreed &#58399;&#58399; RT @oliviaMrose: There are a few badd ones but idk..mixxed bitches is really where its at tho
825,1,"#anywere &#8220;@TheCooleyShow: LA = palm trees and great weather 
826,1,#bad #ass #local #bitches
827,1,#boom bitches
828,1,#bslfe in this bitch #PullUp 40st and Washington space A-80 http://t.co/H2HV64h9wh
829,1,#creamteam leaving hoes w #cockbreath
830,2,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh
831,1,#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;
832,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"
833,0,#firefighter is a job for white trash
834,2,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.
835,2,#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http://t.co/l73hiK0IZ8
836,1,#honestyhour we don't love these hoes
837,1,#honeybadger bitch
838,2,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb"
839,1,#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.
840,1,"#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5"" good thing sable paintbrushes&#8230; http://t.co/4gYBEI5Mkl"
841,2,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!
842,2,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
843,1,#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS
844,1,"#longhair don't care got my #gayboyproblems everywhere, I'm a #bitch I'm a #champ, I'm totally full of&#8230; http://t.co/Qia88qGmWh"
845,2,"#metal only, honkies!"
846,0,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG
847,1,#morningjoe prove him wrong righties! Liberals use facts cons use emotions to make decisions. Facts be damned should be the teabagger motto
848,2,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3
849,2,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7
850,2,#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs
851,1,#nationaldoughnutday bitch GET AT ME &#127849; http://t.co/5FJForyY2e
852,1,#nowplaying witcha bitch pussy pussy inda hood ona sofa.wit plastic on it
853,2,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC
854,1,#oomf can get it but I'm chilling till da bitch hit me up
855,1,#pause but niggas is bitches tho RT @CornerBoyP: Boy niggaz b so bitch made u cud kiss em n da mouth!!
856,2,#philhughes @Yankees #nyy better then UR whole team
857,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Anal gaping tranny play panty nylon part http://t.co/35oTesnwmx"
858,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch http://t.co/3XNeG5mnRk"
859,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked http://t.co/80aRX0QJxz"
860,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding http://t.co/lRuEixMy21"
